100	1.387302
600	0.057830
1100	0.137798
1600	0.527291
2100	0.021927
2600	0.096833
3100	0.072018
3600	0.130665
4100	0.033311
4600	0.014121
5100	0.245241
5600	0.043244
6100	0.033842
6600	0.006423
7100	0.009158
7600	0.018974
8100	0.022924
8600	0.017647
9100	0.075092
9600	0.126553
10100	0.060368
10600	0.006854
11100	0.047641
11600	0.102788
12100	0.089506
12600	0.021457
13100	0.092295
13600	0.048429
14100	0.005001
14600	0.071706
15100	0.010411
15600	0.007418
16100	0.019831
16600	0.055938
17100	0.113028
17600	0.022131
18100	0.075882
18600	0.014122
19100	0.026908
19600	0.045649
20100	0.022194
20600	0.020009
21100	0.008994
21600	0.005471
22100	0.099391
22600	0.083680
23100	0.029481
23600	0.029609
24100	0.011163
24600	0.046337
25100	0.013763
25600	0.031569
26100	0.017387
26600	0.062164
27100	0.033718
27600	0.066026
28100	0.012827
28600	0.056629
29100	0.130665
29600	0.067833
